"cocktail_no","generation","solution_component_no","concentration","units","name","ph"
"C0566",8,1,0.1,"M","Lithium chloride",10
"C0566",8,2,0.1,"M","CAPS",10
"C0566",8,3,20,"% (w/v)","polyethylene glycol 4000",10
"C0567",8,1,0.1,"M","Lithium chloride",5
"C0567",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0567",8,3,20,"% (w/v)","polyethylene glycol 4000",5
"C0568",8,1,0.1,"M","Lithium chloride",7.5
"C0568",8,2,0.1,"M","HEPES",7.5
"C0568",8,3,20,"% (w/v)","polyethylene glycol 4000",7.5
"C0569",8,1,0.1,"M","Magnesium chloride hexahydrate",6
"C0569",8,2,0.1,"M","MES monohydrate",6
"C0569",8,3,20,"% (w/v)","polyethylene glycol 4000",6
"C0570",8,1,0.1,"M","Magnesium chloride hexahydrate",7.5
"C0570",8,2,0.1,"M","HEPES",7.5
"C0570",8,3,20,"% (w/v)","polyethylene glycol 4000",7.5
"C0571",8,1,0.1,"M","Magnesium sulfate heptahydrate",7
"C0571",8,2,0.1,"M","Bis-Tris Propane",7
"C0571",8,3,20,"% (w/v)","polyethylene glycol 4000",7
"C0572",8,1,0.1,"M","Magnesium sulfate heptahydrate",8
"C0572",8,2,0.1,"M","Tris",8
"C0572",8,3,20,"% (w/v)","polyethylene glycol 4000",8
"C0573",8,1,0.1,"M","Magnesium sulfate heptahydrate",9
"C0573",8,2,0.1,"M","TAPS",9
"C0573",8,3,20,"% (w/v)","polyethylene glycol 4000",9
"C0574",8,1,0.1,"M","Magnesium sulfate heptahydrate",6
"C0574",8,2,0.1,"M","MES monohydrate",6
"C0574",8,3,20,"% (w/v)","polyethylene glycol 4000",6
"C0575",8,1,0.1,"M","Magnesium sulfate heptahydrate",4.2
"C0575",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0575",8,3,20,"% (w/v)","polyethylene glycol 4000",4.2
"C0576",8,1,0.1,"M","Manganese chloride tetrahydrate",5
"C0576",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0576",8,3,20,"% (w/v)","polyethylene glycol 4000",5
"C0577",8,1,0.1,"M","Manganese chloride tetrahydrate",7
"C0577",8,2,0.1,"M","Bis-Tris Propane",7
"C0577",8,3,20,"% (w/v)","polyethylene glycol 4000",7
"C0578",8,1,0.1,"M","Manganese chloride tetrahydrate",6
"C0578",8,2,0.1,"M","MES monohydrate",6
"C0578",8,3,20,"% (w/v)","polyethylene glycol 4000",6
"C0579",8,1,0.1,"M","Potassium acetate",4.2
"C0579",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0579",8,3,20,"% (w/v)","polyethylene glycol 4000",4.2
"C0580",8,1,0.1,"M","Potassium acetate",6
"C0580",8,2,0.1,"M","MES monohydrate",6
"C0580",8,3,20,"% (w/v)","polyethylene glycol 4000",6
"C0581",8,1,0.1,"M","Potassium bromide",4.2
"C0581",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0581",8,3,20,"% (w/v)","polyethylene glycol 4000",4.2
"C0582",8,1,0.1,"M","Potassium bromide",8
"C0582",8,2,0.1,"M","Tris",8
"C0582",8,3,20,"% (w/v)","polyethylene glycol 4000",8
"C0583",8,1,0.1,"M","Potassium bromide",7.5
"C0583",8,2,0.1,"M","HEPES",7.5
"C0583",8,3,20,"% (w/v)","polyethylene glycol 4000",7.5
"C0584",8,1,0.1,"M","Potassium carbonate",7
"C0584",8,2,0.1,"M","Bis-Tris Propane",7
"C0584",8,3,20,"% (w/v)","polyethylene glycol 4000",7
"C0585",8,1,0.1,"M","Potassium carbonate",8
"C0585",8,2,0.1,"M","Tris",8
"C0585",8,3,20,"% (w/v)","polyethylene glycol 4000",8
"C0586",8,1,0.1,"M","Potassium chloride",10
"C0586",8,2,0.1,"M","CAPS",10
"C0586",8,3,20,"% (w/v)","polyethylene glycol 4000",10
"C0587",8,1,0.1,"M","Potassium chloride",8
"C0587",8,2,0.1,"M","Tris",8
"C0587",8,3,20,"% (w/v)","polyethylene glycol 4000",8
"C0588",8,1,0.1,"M","Potassium nitrate",7
"C0588",8,2,0.1,"M","Bis-Tris Propane",7
"C0588",8,3,20,"% (w/v)","polyethylene glycol 4000",7
"C0589",8,1,0.1,"M","Potassium phosphate monobasic",4.2
"C0589",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0589",8,3,20,"% (w/v)","polyethylene glycol 4000",4.2
"C0590",8,1,0.1,"M","Potassium thiocyanate",4.2
"C0590",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0590",8,3,20,"% (w/v)","polyethylene glycol 4000",4.2
"C0591",8,1,0.1,"M","Potassium thiocyanate",9
"C0591",8,2,0.1,"M","TAPS",9
"C0591",8,3,20,"% (w/v)","polyethylene glycol 4000",9
"C0592",8,1,0.1,"M","Potassium thiocyanate",7.5
"C0592",8,2,0.1,"M","HEPES",7.5
"C0592",8,3,20,"% (w/v)","polyethylene glycol 4000",7.5
"C0593",8,1,0.1,"M","Rubidium chloride",7
"C0593",8,2,0.1,"M","Bis-Tris Propane",7
"C0593",8,3,20,"% (w/v)","polyethylene glycol 4000",7
"C0594",8,1,0.1,"M","Sodium bromide",7
"C0594",8,2,0.1,"M","Bis-Tris Propane",7
"C0594",8,3,20,"% (w/v)","polyethylene glycol 4000",7
"C0595",8,1,0.1,"M","Sodium bromide",5
"C0595",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0595",8,3,20,"% (w/v)","polyethylene glycol 4000",5
"C0596",8,1,0.1,"M","Sodium chloride",5
"C0596",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0596",8,3,20,"% (w/v)","polyethylene glycol 4000",5
"C0597",8,1,0.1,"M","Sodium chloride",7
"C0597",8,2,0.1,"M","Bis-Tris Propane",7
"C0597",8,3,20,"% (w/v)","polyethylene glycol 4000",7
"C0598",8,1,0.1,"M","Sodium chloride",9
"C0598",8,2,0.1,"M","TAPS",9
"C0598",8,3,20,"% (w/v)","polyethylene glycol 4000",9
"C0599",8,1,0.1,"M","Sodium chloride",7.5
"C0599",8,2,0.1,"M","HEPES",7.5
"C0599",8,3,20,"% (w/v)","polyethylene glycol 4000",7.5
"C0600",8,1,0.1,"M","Sodium molybdate dihydrate",10
"C0600",8,2,0.1,"M","CAPS",10
"C0600",8,3,20,"% (w/v)","polyethylene glycol 4000",10
"C0601",8,1,0.1,"M","Sodium molybdate dihydrate",4.2
"C0601",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0601",8,3,20,"% (w/v)","polyethylene glycol 4000",4.2
"C0602",8,1,0.1,"M","Sodium nitrate",8
"C0602",8,2,0.1,"M","Tris",8
"C0602",8,3,20,"% (w/v)","polyethylene glycol 4000",8
"C0603",8,1,0.1,"M","Sodium nitrate",6
"C0603",8,2,0.1,"M","MES monohydrate",6
"C0603",8,3,20,"% (w/v)","polyethylene glycol 4000",6
"C0604",8,1,0.1,"M","Sodium phosphate monobasic",6
"C0604",8,2,0.1,"M","MES monohydrate",6
"C0604",8,3,20,"% (w/v)","polyethylene glycol 4000",6
"C0605",8,1,0.1,"M","Sodium phosphate monobasic",4.2
"C0605",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0605",8,3,20,"% (w/v)","polyethylene glycol 4000",4.2
"C0606",8,1,0.1,"M","Sodium thiosulfate pentahydrate",8
"C0606",8,2,0.1,"M","Tris",8
"C0606",8,3,20,"% (w/v)","polyethylene glycol 4000",8
"C0607",8,1,0.1,"M","Potassium phosphate dibasic anhydrous",4.2
"C0607",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0607",8,3,20,"% (w/v)","polyethylene glycol 4000",4.2
"C0608",8,1,0.1,"M","Potassium phosphate dibasic anhydrous",9
"C0608",8,2,0.1,"M","TAPS",9
"C0608",8,3,20,"% (w/v)","polyethylene glycol 4000",9
"C0609",8,1,0.1,"M","Cobalt (II) sulfate heptahydrate",5
"C0609",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0609",8,3,20,"% (w/v)","polyethylene glycol 4000",5
"C0610",8,1,0.1,"M","Cobalt (II) sulfate heptahydrate",8
"C0610",8,2,0.1,"M","Tris",8
"C0610",8,3,20,"% (w/v)","polyethylene glycol 4000",8
"C0611",8,1,0.1,"M","Cobalt (II) sulfate heptahydrate",4.2
"C0611",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0611",8,3,20,"% (w/v)","polyethylene glycol 4000",4.2
"C0612",8,1,0.1,"M","Lithium sulfate monohydrate",5
"C0612",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0612",8,3,20,"% (w/v)","polyethylene glycol 4000",5
"C0613",8,1,0.1,"M","Lithium sulfate monohydrate",4.2
"C0613",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0613",8,3,20,"% (w/v)","polyethylene glycol 4000",4.2
"C0614",8,1,0.1,"M","Potassium phosphate tribasic",8
"C0614",8,2,0.1,"M","Tris",8
"C0614",8,3,20,"% (w/v)","polyethylene glycol 4000",8
"C0615",8,1,0.1,"M","Potassium phosphate tribasic",10
"C0615",8,2,0.1,"M","CAPS",10
"C0615",8,3,20,"% (w/v)","polyethylene glycol 4000",10
"C0616",8,1,0.1,"M","Potassium phosphate tribasic",4.2
"C0616",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0616",8,3,20,"% (w/v)","polyethylene glycol 4000",4.2
"C0617",8,1,0.1,"M","Ammonium thiocyanate",5
"C0617",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0617",8,3,20,"% (w/v)","polyethylene glycol 4000",5
"C0618",8,1,0.1,"M","Ammonium thiocyanate",6
"C0618",8,2,0.1,"M","MES monohydrate",6
"C0618",8,3,20,"% (w/v)","polyethylene glycol 4000",6
"C0619",8,1,0.1,"M","Manganese sulfate monohydrate",6
"C0619",8,2,0.1,"M","MES monohydrate",6
"C0619",8,3,20,"% (w/v)","polyethylene glycol 4000",6
"C0620",8,1,0.1,"M","Magnesium nitrate hexahydrate",9
"C0620",8,2,0.1,"M","TAPS",9
"C0620",8,3,20,"% (w/v)","polyethylene glycol 4000",9
"C0621",8,1,0.1,"M","Ammonium bromide",4.2
"C0621",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0621",8,3,40,"% (w/v)","polyethylene glycol 4000",4.2
"C0622",8,1,0.1,"M","Ammonium bromide",6
"C0622",8,2,0.1,"M","MES monohydrate",6
"C0622",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0623",8,1,0.1,"M","Ammonium chloride",10
"C0623",8,2,0.1,"M","CAPS",10
"C0623",8,3,40,"% (w/v)","polyethylene glycol 4000",10
"C0624",8,1,0.1,"M","Ammonium chloride",7
"C0624",8,2,0.1,"M","Bis-Tris Propane",7
"C0624",8,3,40,"% (w/v)","polyethylene glycol 4000",7
"C0625",8,1,0.1,"M","Ammonium nitrate",7.5
"C0625",8,2,0.1,"M","HEPES",7.5
"C0625",8,3,40,"% (w/v)","polyethylene glycol 4000",7.5
"C0626",8,1,0.1,"M","Ammonium nitrate",6
"C0626",8,2,0.1,"M","MES monohydrate",6
"C0626",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0627",8,1,0.1,"M","Ammonium nitrate",9
"C0627",8,2,0.1,"M","TAPS",9
"C0627",8,3,40,"% (w/v)","polyethylene glycol 4000",9
"C0628",8,1,0.1,"M","Ammonium nitrate",10
"C0628",8,2,0.1,"M","CAPS",10
"C0628",8,3,40,"% (w/v)","polyethylene glycol 4000",10
"C0629",8,1,0.1,"M","Ammonium phosphate monobasic",7.5
"C0629",8,2,0.1,"M","HEPES",7.5
"C0629",8,3,40,"% (w/v)","polyethylene glycol 4000",7.5
"C0630",8,1,0.1,"M","Ammonium phosphate monobasic",10
"C0630",8,2,0.1,"M","CAPS",10
"C0630",8,3,40,"% (w/v)","polyethylene glycol 4000",10
"C0631",8,1,0.1,"M","Ammonium phosphate dibasic",10
"C0631",8,2,0.1,"M","CAPS",10
"C0631",8,3,20,"% (w/v)","polyethylene glycol 4000",10
"C0632",8,1,0.1,"M","Ammonium sulfate",10
"C0632",8,2,0.1,"M","CAPS",10
"C0632",8,3,40,"% (w/v)","polyethylene glycol 4000",10
"C0633",8,1,0.1,"M","Ammonium sulfate",4.2
"C0633",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0633",8,3,40,"% (w/v)","polyethylene glycol 4000",4.2
"C0634",8,1,0.1,"M","Ammonium sulfate",6
"C0634",8,2,0.1,"M","MES monohydrate",6
"C0634",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0635",8,1,0.1,"M","Calcium chloride dihydrate",7
"C0635",8,2,0.1,"M","Bis-Tris Propane",7
"C0635",8,3,40,"% (w/v)","polyethylene glycol 4000",7
"C0636",8,1,0.1,"M","Calcium chloride dihydrate",5
"C0636",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0636",8,3,40,"% (w/v)","polyethylene glycol 4000",5
"C0637",8,1,0.1,"M","Lithium bromide",4.2
"C0637",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0637",8,3,40,"% (w/v)","polyethylene glycol 4000",4.2
"C0638",8,1,0.1,"M","Lithium bromide",10
"C0638",8,2,0.1,"M","CAPS",10
"C0638",8,3,40,"% (w/v)","polyethylene glycol 4000",10
"C0639",8,1,0.1,"M","Magnesium acetate tetrahydrate",7.5
"C0639",8,2,0.1,"M","HEPES",7.5
"C0639",8,3,40,"% (w/v)","polyethylene glycol 4000",7.5
"C0640",8,1,0.1,"M","Magnesium chloride hexahydrate",5
"C0640",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0640",8,3,40,"% (w/v)","polyethylene glycol 4000",5
"C0641",8,1,0.1,"M","Magnesium chloride hexahydrate",7.5
"C0641",8,2,0.1,"M","HEPES",7.5
"C0641",8,3,40,"% (w/v)","polyethylene glycol 4000",7.5
"C0642",8,1,0.1,"M","Manganese chloride tetrahydrate",6
"C0642",8,2,0.1,"M","MES monohydrate",6
"C0642",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0643",8,1,0.1,"M","Potassium acetate",5
"C0643",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0643",8,3,40,"% (w/v)","polyethylene glycol 4000",5
"C0644",8,1,0.1,"M","Potassium acetate",8
"C0644",8,2,0.1,"M","Tris",8
"C0644",8,3,40,"% (w/v)","polyethylene glycol 4000",8
"C0645",8,1,0.1,"M","Potassium acetate",7.5
"C0645",8,2,0.1,"M","HEPES",7.5
"C0645",8,3,40,"% (w/v)","polyethylene glycol 4000",7.5
"C0646",8,1,0.1,"M","Potassium bromide",7
"C0646",8,2,0.1,"M","Bis-Tris Propane",7
"C0646",8,3,40,"% (w/v)","polyethylene glycol 4000",7
"C0647",8,1,0.1,"M","Potassium bromide",9
"C0647",8,2,0.1,"M","TAPS",9
"C0647",8,3,40,"% (w/v)","polyethylene glycol 4000",9
"C0648",8,1,0.1,"M","Potassium bromide",6
"C0648",8,2,0.1,"M","MES monohydrate",6
"C0648",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0649",8,1,0.1,"M","Potassium carbonate",7.5
"C0649",8,2,0.1,"M","HEPES",7.5
"C0649",8,3,40,"% (w/v)","polyethylene glycol 4000",7.5
"C0650",8,1,0.1,"M","Potassium carbonate",8
"C0650",8,2,0.1,"M","Tris",8
"C0650",8,3,40,"% (w/v)","polyethylene glycol 4000",8
"C0651",8,1,0.1,"M","Potassium carbonate",10
"C0651",8,2,0.1,"M","CAPS",10
"C0651",8,3,40,"% (w/v)","polyethylene glycol 4000",10
"C0652",8,1,0.1,"M","Potassium chloride",9
"C0652",8,2,0.1,"M","TAPS",9
"C0652",8,3,40,"% (w/v)","polyethylene glycol 4000",9
"C0653",8,1,0.1,"M","Potassium chloride",6
"C0653",8,2,0.1,"M","MES monohydrate",6
"C0653",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0654",8,1,0.1,"M","Potassium nitrate",6
"C0654",8,2,0.1,"M","MES monohydrate",6
"C0654",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0655",8,1,0.1,"M","Potassium nitrate",10
"C0655",8,2,0.1,"M","CAPS",10
"C0655",8,3,40,"% (w/v)","polyethylene glycol 4000",10
"C0656",8,1,0.1,"M","Potassium nitrate",4.2
"C0656",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0656",8,3,40,"% (w/v)","polyethylene glycol 4000",4.2
"C0657",8,1,0.1,"M","Potassium phosphate monobasic",8
"C0657",8,2,0.1,"M","Tris",8
"C0657",8,3,40,"% (w/v)","polyethylene glycol 4000",8
"C0658",8,1,0.1,"M","Potassium phosphate monobasic",4.2
"C0658",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0658",8,3,40,"% (w/v)","polyethylene glycol 4000",4.2
"C0659",8,1,0.1,"M","Potassium phosphate monobasic",6
"C0659",8,2,0.1,"M","MES monohydrate",6
"C0659",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0660",8,1,0.1,"M","Potassium thiocyanate",7
"C0660",8,2,0.1,"M","Bis-Tris Propane",7
"C0660",8,3,40,"% (w/v)","polyethylene glycol 4000",7
"C0661",8,1,0.1,"M","Potassium thiocyanate",8
"C0661",8,2,0.1,"M","Tris",8
"C0661",8,3,40,"% (w/v)","polyethylene glycol 4000",8
"C0662",8,1,0.1,"M","Rubidium chloride",4.2
"C0662",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0662",8,3,40,"% (w/v)","polyethylene glycol 4000",4.2
"C0663",8,1,0.1,"M","Rubidium chloride",7.5
"C0663",8,2,0.1,"M","HEPES",7.5
"C0663",8,3,40,"% (w/v)","polyethylene glycol 4000",7.5
"C0664",8,1,0.1,"M","Rubidium chloride",8
"C0664",8,2,0.1,"M","Tris",8
"C0664",8,3,40,"% (w/v)","polyethylene glycol 4000",8
"C0665",8,1,0.1,"M","Rubidium chloride",5
"C0665",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0665",8,3,40,"% (w/v)","polyethylene glycol 4000",5
"C0666",8,1,0.1,"M","Rubidium chloride",7
"C0666",8,2,0.1,"M","Bis-Tris Propane",7
"C0666",8,3,40,"% (w/v)","polyethylene glycol 4000",7
"C0667",8,1,0.1,"M","Sodium bromide",5
"C0667",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0667",8,3,40,"% (w/v)","polyethylene glycol 4000",5
"C0668",8,1,0.1,"M","Sodium bromide",7.5
"C0668",8,2,0.1,"M","HEPES",7.5
"C0668",8,3,40,"% (w/v)","polyethylene glycol 4000",7.5
"C0669",8,1,0.1,"M","Sodium chloride",5
"C0669",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0669",8,3,40,"% (w/v)","polyethylene glycol 4000",5
"C0670",8,1,0.1,"M","Sodium molybdate dihydrate",10
"C0670",8,2,0.1,"M","CAPS",10
"C0670",8,3,40,"% (w/v)","polyethylene glycol 4000",10
"C0671",8,1,0.1,"M","Sodium molybdate dihydrate",8
"C0671",8,2,0.1,"M","Tris",8
"C0671",8,3,40,"% (w/v)","polyethylene glycol 4000",8
"C0672",8,1,0.1,"M","Sodium nitrate",9
"C0672",8,2,0.1,"M","TAPS",9
"C0672",8,3,40,"% (w/v)","polyethylene glycol 4000",9
"C0673",8,1,0.1,"M","Sodium nitrate",5
"C0673",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0673",8,3,40,"% (w/v)","polyethylene glycol 4000",5
"C0674",8,1,0.1,"M","Sodium thiosulfate pentahydrate",7.5
"C0674",8,2,0.1,"M","HEPES",7.5
"C0674",8,3,40,"% (w/v)","polyethylene glycol 4000",7.5
"C0675",8,1,0.1,"M","Sodium thiosulfate pentahydrate",9
"C0675",8,2,0.1,"M","TAPS",9
"C0675",8,3,40,"% (w/v)","polyethylene glycol 4000",9
"C0676",8,1,0.1,"M","Sodium thiosulfate pentahydrate",10
"C0676",8,2,0.1,"M","CAPS",10
"C0676",8,3,40,"% (w/v)","polyethylene glycol 4000",10
"C0677",8,1,0.1,"M","Zinc acetate dihydrate",5
"C0677",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0677",8,3,40,"% (w/v)","polyethylene glycol 4000",5
"C0678",8,1,0.1,"M","Zinc acetate dihydrate",6
"C0678",8,2,0.1,"M","MES monohydrate",6
"C0678",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0679",8,1,0.1,"M","Potassium phosphate dibasic anhydrous",8
"C0679",8,2,0.1,"M","Tris",8
"C0679",8,3,40,"% (w/v)","polyethylene glycol 4000",8
"C0680",8,1,0.1,"M","Lithium sulfate monohydrate",7
"C0680",8,2,0.1,"M","Bis-Tris Propane",7
"C0680",8,3,40,"% (w/v)","polyethylene glycol 4000",7
"C0681",8,1,0.1,"M","Lithium sulfate monohydrate",10
"C0681",8,2,0.1,"M","CAPS",10
"C0681",8,3,40,"% (w/v)","polyethylene glycol 4000",10
"C0682",8,1,0.1,"M","Potassium phosphate tribasic",9
"C0682",8,2,0.1,"M","TAPS",9
"C0682",8,3,20,"% (w/v)","polyethylene glycol 4000",9
"C0683",8,1,0.1,"M","Potassium phosphate tribasic",8
"C0683",8,2,0.1,"M","Tris",8
"C0683",8,3,40,"% (w/v)","polyethylene glycol 4000",8
"C0684",8,1,0.1,"M","Ammonium thiocyanate",9
"C0684",8,2,0.1,"M","TAPS",9
"C0684",8,3,40,"% (w/v)","polyethylene glycol 4000",9
"C0685",8,1,0.1,"M","Ammonium thiocyanate",4.2
"C0685",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0685",8,3,40,"% (w/v)","polyethylene glycol 4000",4.2
"C0686",8,1,0.1,"M","Ammonium thiocyanate",6
"C0686",8,2,0.1,"M","MES monohydrate",6
"C0686",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0687",8,1,0.1,"M","Manganese sulfate monohydrate",6
"C0687",8,2,0.1,"M","MES monohydrate",6
"C0687",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0688",8,1,0.1,"M","Manganese sulfate monohydrate",7
"C0688",8,2,0.1,"M","Bis-Tris Propane",7
"C0688",8,3,40,"% (w/v)","polyethylene glycol 4000",7
"C0689",8,1,0.16,"M","Ammonium sulfate",4.6
"C0689",8,2,0.08,"M","Sodium acetate trihydrate",4.6
"C0689",8,3,20,"% (w/v)","polyethylene glycol 4000",4.6
"C0689",8,4,20,"% (v/v)","Glycerol anhydrous",4.6
"C0690",8,1,0.1,"M","Manganese sulfate monohydrate",6
"C0690",8,2,0.1,"M","MES monohydrate",6
"C0690",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0691",8,1,0.1,"M","Magnesium nitrate hexahydrate",7
"C0691",8,2,0.1,"M","Bis-Tris Propane",7
"C0691",8,3,40,"% (w/v)","polyethylene glycol 4000",7
"C0692",8,1,0.1,"M","Magnesium nitrate hexahydrate",6
"C0692",8,2,0.1,"M","MES monohydrate",6
"C0692",8,3,40,"% (w/v)","polyethylene glycol 4000",6
"C0693",8,1,0.1,"M","Magnesium nitrate hexahydrate",5
"C0693",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0693",8,3,40,"% (w/v)","polyethylene glycol 4000",5
"C0694",8,1,0.1,"M","Magnesium nitrate hexahydrate",9
"C0694",8,2,0.1,"M","TAPS",9
"C0694",8,3,40,"% (w/v)","polyethylene glycol 4000",9
"C0695",8,1,0.1,"M","Ammonium bromide",7.5
"C0695",8,2,0.1,"M","HEPES",7.5
"C0695",8,3,20,"% (w/v)","polyethylene glycol 1000",7.5
"C0696",8,1,0.1,"M","Ammonium chloride",4.2
"C0696",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0696",8,3,20,"% (w/v)","polyethylene glycol 1000",4.2
"C0697",8,1,0.1,"M","Ammonium chloride",5
"C0697",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0697",8,3,20,"% (w/v)","polyethylene glycol 1000",5
"C0698",8,1,0.1,"M","Ammonium chloride",9
"C0698",8,2,0.1,"M","TAPS",9
"C0698",8,3,20,"% (w/v)","polyethylene glycol 1000",9
"C0699",8,1,0.1,"M","Ammonium chloride",8
"C0699",8,2,0.1,"M","Tris",8
"C0699",8,3,20,"% (w/v)","polyethylene glycol 1000",8
"C0700",8,1,0.1,"M","Ammonium nitrate",7.5
"C0700",8,2,0.1,"M","HEPES",7.5
"C0700",8,3,20,"% (w/v)","polyethylene glycol 1000",7.5
"C0701",8,1,0.1,"M","Ammonium nitrate",5
"C0701",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0701",8,3,20,"% (w/v)","polyethylene glycol 1000",5
"C0702",8,1,0.1,"M","Ammonium nitrate",4.2
"C0702",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0702",8,3,20,"% (w/v)","polyethylene glycol 1000",4.2
"C0703",8,1,0.1,"M","Ammonium phosphate monobasic",7
"C0703",8,2,0.1,"M","Bis-Tris Propane",7
"C0703",8,3,20,"% (w/v)","polyethylene glycol 1000",7
"C0704",8,1,0.1,"M","Ammonium phosphate monobasic",6
"C0704",8,2,0.1,"M","MES monohydrate",6
"C0704",8,3,20,"% (w/v)","polyethylene glycol 1000",6
"C0705",8,1,0.1,"M","Ammonium phosphate dibasic",4.2
"C0705",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0705",8,3,20,"% (w/v)","polyethylene glycol 1000",4.2
"C0706",8,1,0.1,"M","Ammonium phosphate dibasic",9
"C0706",8,2,0.1,"M","TAPS",9
"C0706",8,3,20,"% (w/v)","polyethylene glycol 1000",9
"C0707",8,1,0.1,"M","Ammonium sulfate",6
"C0707",8,2,0.1,"M","MES monohydrate",6
"C0707",8,3,20,"% (w/v)","polyethylene glycol 1000",6
"C0708",8,1,0.1,"M","Ammonium sulfate",7
"C0708",8,2,0.1,"M","Bis-Tris Propane",7
"C0708",8,3,20,"% (w/v)","polyethylene glycol 1000",7
"C0709",8,1,0.1,"M","Calcium chloride dihydrate",5
"C0709",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0709",8,3,20,"% (w/v)","polyethylene glycol 1000",5
"C0710",8,1,0.1,"M","Lithium bromide",7
"C0710",8,2,0.1,"M","Bis-Tris Propane",7
"C0710",8,3,20,"% (w/v)","polyethylene glycol 1000",7
"C0711",8,1,0.1,"M","Lithium chloride",8
"C0711",8,2,0.1,"M","Tris",8
"C0711",8,3,20,"% (w/v)","polyethylene glycol 1000",8
"C0712",8,1,0.1,"M","Lithium chloride",6
"C0712",8,2,0.1,"M","MES monohydrate",6
"C0712",8,3,20,"% (w/v)","polyethylene glycol 1000",6
"C0713",8,1,0.1,"M","Magnesium chloride hexahydrate",9
"C0713",8,2,0.1,"M","TAPS",9
"C0713",8,3,20,"% (w/v)","polyethylene glycol 1000",9
"C0714",8,1,0.1,"M","Magnesium chloride hexahydrate",8
"C0714",8,2,0.1,"M","Tris",8
"C0714",8,3,20,"% (w/v)","polyethylene glycol 1000",8
"C0715",8,1,0.1,"M","Magnesium chloride hexahydrate",6
"C0715",8,2,0.1,"M","MES monohydrate",6
"C0715",8,3,20,"% (w/v)","polyethylene glycol 1000",6
"C0716",8,1,0.1,"M","Magnesium sulfate heptahydrate",7.5
"C0716",8,2,0.1,"M","HEPES",7.5
"C0716",8,3,20,"% (w/v)","polyethylene glycol 1000",7.5
"C0717",8,1,0.1,"M","Magnesium sulfate heptahydrate",9
"C0717",8,2,0.1,"M","TAPS",9
"C0717",8,3,20,"% (w/v)","polyethylene glycol 1000",9
"C0718",8,1,0.1,"M","Magnesium sulfate heptahydrate",5
"C0718",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0718",8,3,20,"% (w/v)","polyethylene glycol 1000",5
